Topic,Topic2,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Perspective2,Category1,Country,Novelty_Score
@craftandcochest,Spiced,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Motivation,Beverage,Canada,8.589969
Cranberry,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Fever Tree,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#RugbyWorldCup2019,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#fevertree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@bbcquestiontime,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Cinnamon,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Tonic,@CenterParcsUK,tonic,last year,0.0,-0.98953426,0,-0.99667776,0.0,Ingredient,Hashtag,Beverage,Canada,
Tonic,@bbcthree,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
#DietCoke,Diet Coke,ginger ale,last 6 month,0.0,0.0,2,200.0,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#designinspo,#design,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#drum,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Dj,#DrizzyBanCo,ginger ale,last year,0.802,80.2,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Cheese,Cola,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Chipotle,Coke,ginger ale,last year,0.6705,67.049995,2,0.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Cheese,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Lemon,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Cake,ginger ale,last 6 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Cake,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Cranberry Juice,ginger ale,last 3 month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Strong,ginger ale,last year,0.5574,55.739998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Inca,Coke,ginger ale,last 6 month,0.0,-0.983482,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Juice,Diet,ginger ale,last year,0.0,-1.0127162,0,-0.99502486,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Tequila,Coke,ginger ale,last year,0.636,63.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#fizzydrink,Toasted,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#gingerlemonade,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#happy,#health,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,Sparkling Water,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#lemonade,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#stayinnandbeoutout,Sparkling Water,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#summer,Ginger,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#supercharged,Coffee,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Dried,Bean Soup,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Fresh Mint,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Onion,Veggies,soda,last year,1.1695334,116.95334,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Pear,@GFuelEnergy,soda,last year,-0.7351,-73.509995,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Seltzer,Shake,soda,last year,-0.6705,-67.049995,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Shake,Water,soda,last 3 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Soda,Dried,soda,last 6 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Eggs,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Tangerine,soda,last year,0.0,-0.98481625,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Sprouts,Tomato,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Toasted,Human,soda,last year,0.937,93.7,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Tuna,Veggies,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vodka,#stayinnandbeoutout,soda,last 3 month,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
#MarchMadness,@CAEAirport,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RealColumbiaSC,Tonic,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#TalkAt9,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#fevertree,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fevertree,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#fevertree,Tonic,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,#fevertree,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@GinFoundry,Stick,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Motivation,Beverage,Canada,
@columbiasc,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Fever Tree,Rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,#TalkAt9,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#tiqaportland,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,Spiced,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Tonic,#developerlife,tonic,last 3 month,0.6369,63.690002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@drjoshsc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,Large,tonic,last 3 month,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic Water,Squash,tonic,last year,0.0,-1.0224266,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#DietCoke,Diet Coke,ginger ale,last year,0.0,0.0,2,200.0,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#arcade,#beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,#beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#icecream,Beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#lifeofriley,#golfgalaxy,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#pop,#latenightshow,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@OutwavesMA,#latenightshow,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Blood,#Enjoy,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Blood,Cherry Coke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cherry,Lime,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Chipotle,Large,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Crackers,ginger ale,last year,-0.4019,-40.19,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Coke,Diet,ginger ale,last 3 month,-0.1926,-0.76780266,2,0.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Coke,Large,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Sweet Pickles,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Water,ginger ale,last 6 month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Water,ginger ale,last month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Gin,Ginger Ale,ginger ale,last 6 month,0.0,-0.9858277,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Ginger Ale,#weworksummercamp,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Orange,#weworksummercamp,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Salmon,Alfredo,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
#gingerlemonade,#craft,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,#lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#gingerlemonade,Garnish,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#happy,#happiness,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#whynot,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Carbonated,@GFuelEnergy,soda,last year,-0.7351,-73.509995,2,200.0,0.0,Motivation,Hashtag,Beverage,Canada,8.834928
Carbonated,Seltzer,soda,last year,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Garnish,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lemonade,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Mint,Garnish,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Seltzer,Water,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Sparkling Water,soda,last 3 month,0.8687,86.87,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,
#MarchMadness,@CAEAirport,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RealColumbiaSC,@CAEAirport,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#RealColumbiaSC,@columbiasc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#SimplyAmazing,Coffee,tonic,last year,0.5859,58.59,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#cocktails,Tonic,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#ginandtonic,#fevertree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#howsyourheadhun,@bbcthree,tonic,last month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#rosemary,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#rosemary,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#rosemary,Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,Tonic,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@CAEAirport,@drjoshsc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Radio702,@altamc,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@columbiasc,@CAEAirport,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@craftandcochest,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Rum,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Rum,Spiced,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Tonic,@michellevisage,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,Fresh,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Tonic,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tonic,Spiced,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Tonic Water,Coffee,tonic,last year,0.5859,58.59,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#drum,#rock,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#wherelongislandgetsengaged,#svsfinejewelry,ginger ale,last year,0.8443,84.43,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#wine,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Jaguars,Pimento,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@OutwavesMA,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@raemack2488,Coke,ginger ale,last year,0.0,-0.97682506,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
American,Ginger Ale,ginger ale,last year,0.0,0.0,2,200.0,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Cheese,Pimento,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,#minigolf,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Coke,Juice,ginger ale,last year,0.0,-1.0127162,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
French,Coke,ginger ale,last month,0.0,0.0,3,300.0,0.0,Motivation,Ingredient,Beverage,Canada,8.589969
Ginger,Cold,ginger ale,last year,-0.5719,-57.190002,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Orange,Coke,ginger ale,last 6 month,0.0,-1.0182682,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Orange,Coke,ginger ale,last year,0.0,-1.0182682,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprite,Lime,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sweet Pickles,Pimento,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Diet,ginger ale,last month,-0.1926,-19.26,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
#0calories,#Klarbrunn4Life,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#SabrinahFontelar,Soda,soda,last year,0.0,-1.0106394,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#SparklingWater,Fructose,soda,last year,0.0,-0.97656983,0,-0.99750626,0.0,Hashtag,Ingredient,Beverage,Canada,
#beverage,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#community,Human,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Motivation,Beverage,Canada,8.834928
#craft,#beverage,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#mojito,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#wellbeing,Human,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Motivation,Beverage,Canada,8.834928
Cheddar Cheese,Mustard,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Garnish,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Ginger,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Grape,Soda,soda,last 6 month,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Ice Cream,Shake,soda,last 3 month,0.8388,83.880005,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Pear,Apple,soda,last year,-0.7351,-73.509995,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Popcorn,Soda,soda,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Red,Soda,soda,last year,0.0,-0.98720735,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Shake,Water,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Strawberry,Sparkling Water,soda,last 6 month,0.0,-0.98481625,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Tomato,Eggs,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Sparkling Water,soda,last year,0.8687,-0.008239232,2,-0.49875313,0.0,Ingredient,Ingredient,Beverage,Canada,
#MarchMadness,Tonic,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#RugbyWorldCup2019,Tonic,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#cocktails,@craftandcochest,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#ginandtonic,#craftcocktails,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#fevertree,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@GinFoundry,Orange,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
@GinFoundry,Tonic,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,
@ReisePferdich,Tonic,tonic,last 3 month,0.0,-1.019976,0,-0.99667776,0.0,Hashtag,Ingredient,Beverage,Canada,7.6868787
@columbiasc,@CAEAirport,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Caffeine,Tonic Water,tonic,last year,0.0,-1.0162628,0,-0.9985735,0.0,Motivation,Ingredient,Beverage,Canada,
Fever Tree,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Fever Tree,#tiqaportland,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Gin,#craftcocktails,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@CAEAirport,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Rosemary,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,#portlandbars,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@bbcquestiontime,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,Cranberry,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Tonic,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#Drinks,#CherryCoke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#Pepsi,#flavors,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#VIPjuggz,#haveyouseenmyjuggz,ginger ale,last year,0.0,-1.0213538,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#arcade,Wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#design,#homedecor,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#familyfun,#beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#familyfun,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#groove,#pop,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Cake,Icing,ginger ale,last year,0.0,-0.9842767,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Ice,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Creamy,Ginger Ale,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Cake,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Cranberry Juice,ginger ale,last year,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,White,ginger ale,last 6 month,0.7264,72.64,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Inca,Coke,ginger ale,last year,0.0,-0.983482,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Inca,Soda,ginger ale,last 6 month,0.0,-0.983482,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Latino,#np,ginger ale,last year,0.0,0.0,2,200.0,0.0,Motivation,Hashtag,Beverage,Canada,8.834928
#SabrinahFontelar,Fat,soda,last year,0.0,-1.0106394,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#beverage,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#summer,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Caffeine,Coke,soda,last year,-0.34,-34.0,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Carbonated,Flat,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Motivation,Motivation,Beverage,Canada,8.834928
Cherry,Mineral Water,soda,last 6 month,0.6124,61.239998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
